week,n,p_hat,p_lb,R_practical,R_conservative,group
11.0,501,0.8922155688622755,0.8620153495424393,0.07544910179640715,0.09658925532029249,Group1
11.02,494,0.8906882591093117,0.86009835884903,0.07683400809716599,0.09824693827936322,Group1
11.04,494,0.8906882591093117,0.86009835884903,0.0771497975708502,0.09856272775304743,Group1
11.06,494,0.8906882591093117,0.86009835884903,0.07746558704453443,0.09887851722673166,Group1
11.08,494,0.8906882591093117,0.86009835884903,0.07778137651821863,0.09919430670041586,Group1
11.1,494,0.8906882591093117,0.86009835884903,0.07809716599190283,0.09951009617410006,Group1
11.12,494,0.8906882591093117,0.86009835884903,0.07841295546558705,0.09982588564778427,Group1
11.14,494,0.8906882591093117,0.86009835884903,0.07872874493927128,0.1001416751214685,Group1
11.16,491,0.8920570264765784,0.8615033523871112,0.07808639725586883,0.09947396911849585,Group1
11.18,491,0.8920570264765784,0.8615033523871112,0.07840218672955304,0.09978975859218006,Group1
11.2,491,0.8920570264765784,0.8615033523871112,0.07871797620323724,0.10010554806586426,Group1
11.22,491,0.8920570264765784,0.8615033523871112,0.07903376567692147,0.10042133753954849,Group1
11.24,491,0.8920570264765784,0.8615033523871112,0.07934955515060568,0.1007371270132327,Group1
11.26,491,0.8920570264765784,0.8615033523871112,0.07966534462428988,0.1010529164869169,Group1
11.28,491,0.8920570264765784,0.8615033523871112,0.07998113409797408,0.1013687059606011,Group1
11.3,490,0.8918367346938776,0.8612262409663214,0.08045112781954884,0.10187847342883818,Group1
11.32,490,0.8918367346938776,0.8612262409663214,0.08076691729323306,0.1021942629025224,Group1
11.34,490,0.8918367346938776,0.8612262409663214,0.08108270676691726,0.1025100523762066,Group1
11.36,490,0.8918367346938776,0.8612262409663214,0.08139849624060146,0.1028258418498908,Group1
11.38,490,0.8918367346938776,0.8612262409663214,0.0817142857142857,0.10314163132357504,Group1
11.4,490,0.8918367346938776,0.8612262409663214,0.0820300751879699,0.10345742079725924,Group1
11.42,490,0.8918367346938776,0.8612262409663214,0.0823458646616541,0.10377321027094344,Group1
11.44,487,0.893223819301848,0.8626520548720065,0.081690694909759,0.10309093001064809,Group1
11.46,487,0.893223819301848,0.8626520548720065,0.08200648438344324,0.10340671948433233,Group1
11.48,487,0.893223819301848,0.8626520548720065,0.08232227385712744,0.10372250895801653,Group1
11.5,487,0.893223819301848,0.8626520548720065,0.08263806333081164,0.10403829843170073,Group1
11.52,487,0.893223819301848,0.8626520548720065,0.08295385280449585,0.10435408790538495,Group1
11.54,487,0.893223819301848,0.8626520548720065,0.08326964227818005,0.10466987737906915,Group1
11.56,487,0.893223819301848,0.8626520548720065,0.08358543175186428,0.10498566685275337,Group1
11.58,483,0.8923395445134575,0.8615370197582506,0.08452021357742182,0.10608198090606669,Group1
11.6,483,0.8923395445134575,0.8615370197582506,0.08483600305110603,0.1063977703797509,Group1
11.62,483,0.8923395445134575,0.8615370197582506,0.08515179252479023,0.1067135598534351,Group1
11.64,483,0.8923395445134575,0.8615370197582506,0.08546758199847446,0.10702934932711933,Group1
11.66,483,0.8923395445134575,0.8615370197582506,0.08578337147215867,0.10734513880080354,Group1
11.68,483,0.8923395445134575,0.8615370197582506,0.08609916094584287,0.10766092827448774,Group1
11.7,483,0.8923395445134575,0.8615370197582506,0.08641495041952707,0.10797671774817194,Group1
11.72,479,0.8935281837160751,0.8627074028788702,0.08589869245137899,0.10747323903742248,Group1
11.74,479,0.8935281837160751,0.8627074028788702,0.0862144819250632,0.10778902851110668,Group1
11.76,479,0.8935281837160751,0.8627074028788702,0.0865302713987474,0.10810481798479088,Group1
11.78,479,0.8935281837160751,0.8627074028788702,0.0868460608724316,0.10842060745847508,Group1
11.8,479,0.8935281837160751,0.8627074028788702,0.08716185034611584,0.10873639693215932,Group1
11.82,479,0.8935281837160751,0.8627074028788702,0.08747763981980004,0.10905218640584352,Group1
11.84,479,0.8935281837160751,0.8627074028788702,0.08779342929348424,0.10936797587952772,Group1
11.86,479,0.8935281837160751,0.8627074028788702,0.08810921876716846,0.10968376535321192,Group1
11.88,474,0.8945147679324894,0.8636185332076353,0.08773439928936269,0.10936176359676059,Group1
11.9,474,0.8945147679324894,0.8636185332076353,0.08805018876304689,0.10967755307044479,Group1
11.92,474,0.8945147679324894,0.8636185332076353,0.08836597823673109,0.10999334254412899,Group1
11.94,474,0.8945147679324894,0.8636185332076353,0.0886817677104153,0.1103091320178132,Group1
11.96,474,0.8945147679324894,0.8636185332076353,0.08899755718409953,0.11062492149149743,Group1
11.98,474,0.8945147679324894,0.8636185332076353,0.08931334665778373,0.11094071096518163,Group1
12.0,474,0.8945147679324894,0.8636185332076353,0.08962913613146795,0.11125650043886584,Group1
12.02,463,0.896328293736501,0.8652227469098065,0.08867545754234402,0.11044934032103018,Group1
12.04,463,0.896328293736501,0.8652227469098065,0.08899124701602822,0.11076512979471438,Group1
12.06,463,0.896328293736501,0.8652227469098065,0.08930703648971244,0.11108091926839861,Group1
12.08,463,0.896328293736501,0.8652227469098065,0.08962282596339666,0.11139670874208282,Group1
12.1,463,0.896328293736501,0.8652227469098065,0.08993861543708086,0.11171249821576702,Group1
12.12,463,0.896328293736501,0.8652227469098065,0.09025440491076506,0.11202828768945122,Group1
12.14,463,0.896328293736501,0.8652227469098065,0.0905701943844493,0.11234407716313546,Group1
12.16,454,0.8964757709251101,0.8650460472629518,0.09078274982610714,0.11278355638961798,Group1
12.18,454,0.8964757709251101,0.8650460472629518,0.09109853929979134,0.11309934586330218,Group1
12.2,454,0.8964757709251101,0.8650460472629518,0.09141432877347555,0.11341513533698638,Group1
12.22,454,0.8964757709251101,0.8650460472629518,0.09173011824715978,0.11373092481067062,Group1
12.24,454,0.8964757709251101,0.8650460472629518,0.09204590772084398,0.11404671428435482,Group1
12.26,454,0.8964757709251101,0.8650460472629518,0.09236169719452819,0.11436250375803902,Group1
12.28,454,0.8964757709251101,0.8650460472629518,0.09267748666821239,0.11467829323172324,Group1
12.3,437,0.8993135011441648,0.8675288076253002,0.09100686498855837,0.11325615045176358,Group1
12.32,437,0.8993135011441648,0.8675288076253002,0.09132265446224257,0.11357193992544778,Group1
12.34,437,0.8993135011441648,0.8675288076253002,0.09163844393592677,0.113887729399132,Group1
12.36,437,0.8993135011441648,0.8675288076253002,0.09195423340961098,0.1142035188728162,Group1
12.38,437,0.8993135011441648,0.8675288076253002,0.09227002288329521,0.11451930834650043,Group1
12.4,437,0.8993135011441648,0.8675288076253002,0.09258581235697941,0.11483509782018464,Group1
12.42,437,0.8993135011441648,0.8675288076253002,0.09290160183066362,0.11515088729386884,Group1
12.44,430,0.8976744186046511,0.8654169961150473,0.09436474908200736,0.11694494482473004,Group1
12.46,430,0.8976744186046511,0.8654169961150473,0.09468053855569158,0.11726073429841427,Group1
12.48,430,0.8976744186046511,0.8654169961150473,0.0949963280293758,0.11757652377209848,Group1
12.5,430,0.8976744186046511,0.8654169961150473,0.09531211750306,0.11789231324578268,Group1
12.52,430,0.8976744186046511,0.8654169961150473,0.0956279069767442,0.11820810271946688,Group1
12.54,430,0.8976744186046511,0.8654169961150473,0.09594369645042841,0.1185238921931511,Group1
12.56,430,0.8976744186046511,0.8654169961150473,0.09625948592411264,0.11883968166683533,Group1
12.58,416,0.8990384615384616,0.8663377326476018,0.09562044534412953,0.11851095556773135,Group1
12.6,416,0.8990384615384616,0.8663377326476018,0.09593623481781374,0.11882674504141555,Group1
12.62,416,0.8990384615384616,0.8663377326476018,0.09625202429149794,0.11914253451509976,Group1
12.64,416,0.8990384615384616,0.8663377326476018,0.09656781376518217,0.11945832398878399,Group1
12.66,416,0.8990384615384616,0.8663377326476018,0.09688360323886637,0.11977411346246819,Group1
12.68,416,0.8990384615384616,0.8663377326476018,0.09719939271255057,0.1200899029361524,Group1
12.7,416,0.8990384615384616,0.8663377326476018,0.09751518218623478,0.1204056924098366,Group1
12.72,404,0.8985148514851485,0.8652144954747685,0.09819749869723814,0.12150774790450418,Group1
12.74,404,0.8985148514851485,0.8652144954747685,0.09851328817092234,0.12182353737818838,Group1
12.76,404,0.8985148514851485,0.8652144954747685,0.09882907764460655,0.12213932685187259,Group1
12.78,404,0.8985148514851485,0.8652144954747685,0.09914486711829075,0.12245511632555679,Group1
12.8,404,0.8985148514851485,0.8652144954747685,0.09946065659197498,0.12277090579924102,Group1
12.82,404,0.8985148514851485,0.8652144954747685,0.09977644606565919,0.12308669527292523,Group1
12.84,404,0.8985148514851485,0.8652144954747685,0.10009223553934339,0.12340248474660943,Group1
12.86,404,0.8985148514851485,0.8652144954747685,0.10040802501302759,0.12371827422029363,Group1
12.88,394,0.9010152284263959,0.8675424565633103,0.09897355062783866,0.1224044909319986,Group1
12.9,394,0.9010152284263959,0.8675424565633103,0.09928934010152286,0.1227202804056828,Group1
12.92,394,0.9010152284263959,0.8675424565633103,0.09960512957520706,0.123036069879367,Group1
12.94,394,0.9010152284263959,0.8675424565633103,0.09992091904889128,0.12335185935305121,Group1
12.96,394,0.9010152284263959,0.8675424565633103,0.1002367085225755,0.12366764882673544,Group1
12.98,394,0.9010152284263959,0.8675424565633103,0.1005524979962597,0.12398343830041963,Group1
13.0,394,0.9010152284263959,0.8675424565633103,0.1008682874699439,0.12429922777410383,Group1
13.02,378,0.8994708994708994,0.8650237876214779,0.10226510721247567,0.12637808550707072,Group1
13.04,378,0.8994708994708994,0.8650237876214779,0.10258089668615986,0.1266938749807549,Group1
13.06,378,0.8994708994708994,0.8650237876214779,0.1028966861598441,0.12700966445443915,Group1
13.08,378,0.8994708994708994,0.8650237876214779,0.10321247563352831,0.12732545392812336,Group1
13.1,378,0.8994708994708994,0.8650237876214779,0.10352826510721251,0.12764124340180755,Group1
13.12,378,0.8994708994708994,0.8650237876214779,0.10384405458089671,0.12795703287549176,Group1
13.14,378,0.8994708994708994,0.8650237876214779,0.10415984405458095,0.128272822349176,Group1
13.16,362,0.8977900552486188,0.8622916343479516,0.1056522244838616,0.1305011191143286,Group1
13.18,362,0.8977900552486188,0.8622916343479516,0.1059680139575458,0.13081690858801281,Group1
13.2,362,0.8977900552486188,0.8622916343479516,0.10628380343123,0.131132698061697,Group1
13.22,362,0.8977900552486188,0.8622916343479516,0.10659959290491425,0.13144848753538124,Group1
13.24,362,0.8977900552486188,0.8622916343479516,0.10691538237859845,0.13176427700906546,Group1
13.26,362,0.8977900552486188,0.8622916343479516,0.10723117185228265,0.13208006648274964,Group1
13.28,362,0.8977900552486188,0.8622916343479516,0.10754696132596686,0.13239585595643386,Group1
13.3,350,0.9,0.8640982018011621,0.10631578947368421,0.13144704821287073,Group1
13.32,350,0.9,0.8640982018011621,0.10663157894736841,0.13176283768655492,Group1
13.34,350,0.9,0.8640982018011621,0.10694736842105261,0.1320786271602391,Group1
13.36,350,0.9,0.8640982018011621,0.10726315789473681,0.13239441663392332,Group1
13.38,350,0.9,0.8640982018011621,0.10757894736842105,0.13271020610760756,Group1
13.4,350,0.9,0.8640982018011621,0.10789473684210527,0.13302599558129177,Group1
13.42,350,0.9,0.8640982018011621,0.10821052631578945,0.13334178505497596,Group1
13.44,343,0.8979591836734694,0.8613908578111337,0.10995488721804511,0.13555271532168012,Group1
13.46,343,0.8979591836734694,0.8613908578111337,0.11027067669172934,0.13586850479536433,Group1
13.48,343,0.8979591836734694,0.8613908578111337,0.11058646616541354,0.13618429426904854,Group1
13.5,343,0.8979591836734694,0.8613908578111337,0.11090225563909775,0.13650008374273276,Group1
13.52,343,0.8979591836734694,0.8613908578111337,0.11121804511278195,0.13681587321641697,Group1
13.54,343,0.8979591836734694,0.8613908578111337,0.11153383458646615,0.13713166269010116,Group1
13.56,343,0.8979591836734694,0.8613908578111337,0.1118496240601504,0.1374474521637854,Group1
13.58,338,0.8964497041420119,0.8593900934710456,0.11322204920585487,0.13916377667553126,Group1
13.6,338,0.8964497041420119,0.8593900934710456,0.11353783867953907,0.13947956614921547,Group1
13.62,338,0.8964497041420119,0.8593900934710456,0.11385362815322327,0.1397953556228997,Group1
13.64,338,0.8964497041420119,0.8593900934710456,0.1141694176269075,0.1401111450965839,Group1
13.66,338,0.8964497041420119,0.8593900934710456,0.11448520710059171,0.1404269345702681,Group1
13.68,338,0.8964497041420119,0.8593900934710456,0.11480099657427591,0.14074272404395233,Group1
13.7,338,0.8964497041420119,0.8593900934710456,0.1151167860479601,0.1410585135176365,Group1
13.72,326,0.8957055214723927,0.857791395234482,0.11595350339037777,0.14249339175691525,Group1
13.74,326,0.8957055214723927,0.857791395234482,0.11626929286406197,0.14280918123059944,Group1
13.76,326,0.8957055214723927,0.857791395234482,0.11658508233774617,0.14312497070428365,Group1
13.78,326,0.8957055214723927,0.857791395234482,0.11690087181143038,0.14344076017796786,Group1
13.8,326,0.8957055214723927,0.857791395234482,0.11721666128511461,0.14375654965165208,Group1
13.82,326,0.8957055214723927,0.857791395234482,0.11753245075879881,0.1440723391253363,Group1
13.84,326,0.8957055214723927,0.857791395234482,0.11784824023248303,0.1443881285990205,Group1
13.86,326,0.8957055214723927,0.857791395234482,0.11816402970616721,0.1447039180727047,Group1
13.88,316,0.8924050632911392,0.853406575451681,0.12079013990672888,0.14808908139434965,Group1
13.9,316,0.8924050632911392,0.853406575451681,0.12110592938041309,0.14840487086803386,Group1
13.92,316,0.8924050632911392,0.853406575451681,0.12142171885409728,0.14872066034171805,Group1
13.94,316,0.8924050632911392,0.853406575451681,0.12173750832778149,0.14903644981540226,Group1
13.96,316,0.8924050632911392,0.853406575451681,0.12205329780146572,0.14935223928908647,Group1
13.98,316,0.8924050632911392,0.853406575451681,0.12236908727514992,0.1496680287627707,Group1
14.0,316,0.8924050632911392,0.853406575451681,0.12268487674883413,0.1499838182364549,Group1
14.02,309,0.889967637540453,0.8501728997574568,0.12470686424799865,0.15256318069609603,Group1
14.04,309,0.889967637540453,0.8501728997574568,0.12502265372168286,0.15287897016978022,Group1
14.06,309,0.889967637540453,0.8501728997574568,0.12533844319536708,0.15319475964346446,Group1
14.08,309,0.889967637540453,0.8501728997574568,0.1256542326690513,0.15351054911714868,Group1
14.1,309,0.889967637540453,0.8501728997574568,0.1259700221427355,0.15382633859083286,Group1
14.12,309,0.889967637540453,0.8501728997574568,0.12628581161641972,0.15414212806451708,Group1
14.14,309,0.889967637540453,0.8501728997574568,0.12660160109010393,0.1544579175382013,Group1
14.16,301,0.8870431893687708,0.846298221036758,0.12896450428396572,0.15748598211637466,Group1
14.18,301,0.8870431893687708,0.846298221036758,0.1292802937576499,0.15780177159005887,Group1
14.2,301,0.8870431893687708,0.846298221036758,0.12959608323133412,0.15811756106374308,Group1
14.22,301,0.8870431893687708,0.846298221036758,0.12991187270501836,0.1584333505374273,Group1
14.24,301,0.8870431893687708,0.846298221036758,0.13022766217870255,0.1587491400111115,Group1
14.26,301,0.8870431893687708,0.846298221036758,0.13054345165238676,0.15906492948479573,Group1
14.28,301,0.8870431893687708,0.846298221036758,0.13085924112607095,0.1593807189584799,Group1
14.3,296,0.8851351351351351,0.8437732001287319,0.13251066856330018,0.1614640230677824,Group1
14.32,296,0.8851351351351351,0.8437732001287319,0.1328264580369844,0.16177981254146662,Group1
14.34,296,0.8851351351351351,0.8437732001287319,0.1331422475106686,0.16209560201515083,Group1
14.36,296,0.8851351351351351,0.8437732001287319,0.1334580369843528,0.16241139148883502,Group1
14.38,296,0.8851351351351351,0.8437732001287319,0.13377382645803704,0.16272718096251926,Group1
14.4,296,0.8851351351351351,0.8437732001287319,0.13408961593172125,0.16304297043620347,Group1
14.42,296,0.8851351351351351,0.8437732001287319,0.13440540540540544,0.16335875990988766,Group1
14.44,293,0.8839590443686007,0.842218006670675,0.1355444584156637,0.16476318480421168,Group1
14.46,293,0.8839590443686007,0.842218006670675,0.13586024788934792,0.16507897427789592,Group1
14.48,293,0.8839590443686007,0.842218006670675,0.13617603736303213,0.16539476375158013,Group1
14.5,293,0.8839590443686007,0.842218006670675,0.13649182683671635,0.16571055322526432,Group1
14.52,293,0.8839590443686007,0.842218006670675,0.13680761631040053,0.16602634269894853,Group1
14.54,293,0.8839590443686007,0.842218006670675,0.13712340578408475,0.16634213217263272,Group1
14.56,293,0.8839590443686007,0.842218006670675,0.137439195257769,0.16665792164631696,Group1
14.58,287,0.8815331010452961,0.8390129360180298,0.1394531450577664,0.1692172605768528,Group1
14.6,287,0.8815331010452961,0.8390129360180298,0.1397689345314506,0.169533050050537,Group1
14.62,287,0.8815331010452961,0.8390129360180298,0.1400847240051348,0.1698488395242212,Group1
14.64,287,0.8815331010452961,0.8390129360180298,0.14040051347881904,0.17016462899790544,Group1
14.66,287,0.8815331010452961,0.8390129360180298,0.14071630295250323,0.17048041847158965,Group1
14.68,287,0.8815331010452961,0.8390129360180298,0.14103209242618744,0.17079620794527384,Group1
14.7,287,0.8815331010452961,0.8390129360180298,0.14134788189987163,0.17111199741895805,Group1
14.72,283,0.8798586572438163,0.8368029633722031,0.14283578203459177,0.17297476774472104,Group1
14.74,283,0.8798586572438163,0.8368029633722031,0.14315157150827598,0.17329055721840522,Group1
14.76,283,0.8798586572438163,0.8368029633722031,0.14346736098196017,0.17360634669208944,Group1
14.78,283,0.8798586572438163,0.8368029633722031,0.14378315045564438,0.17392213616577362,Group1
14.8,283,0.8798586572438163,0.8368029633722031,0.14409893992932862,0.17423792563945786,Group1
14.82,283,0.8798586572438163,0.8368029633722031,0.1444147294030128,0.17455371511314208,Group1
14.84,283,0.8798586572438163,0.8368029633722031,0.14473051887669702,0.17486950458682626,Group1
14.86,283,0.8798586572438163,0.8368029633722031,0.14504630835038124,0.17518529406051048,Group1
14.88,279,0.8817204301075269,0.8385443052968338,0.14405885681946803,0.1742821441869532,Group1
14.9,279,0.8817204301075269,0.8385443052968338,0.14437464629315225,0.17459793366063742,Group1
14.92,279,0.8817204301075269,0.8385443052968338,0.14469043576683646,0.17491372313432163,Group1
14.94,279,0.8817204301075269,0.8385443052968338,0.14500622524052065,0.17522951260800584,Group1
14.96,279,0.8817204301075269,0.8385443052968338,0.1453220147142049,0.17554530208169006,Group1
14.98,279,0.8817204301075269,0.8385443052968338,0.14563780418788908,0.17586109155537427,Group1
15.0,279,0.8817204301075269,0.8385443052968338,0.1459535936615733,0.17617688102905846,Group1
15.02,273,0.8791208791208791,0.8351004988032125,0.14808906882591094,0.1789033350482776,Group1
15.04,273,0.8791208791208791,0.8351004988032125,0.14840485829959515,0.1792191245219618,Group1
15.06,273,0.8791208791208791,0.8351004988032125,0.14872064777327937,0.17953491399564603,Group1
15.08,273,0.8791208791208791,0.8351004988032125,0.14903643724696358,0.17985070346933024,Group1
15.1,273,0.8791208791208791,0.8351004988032125,0.1493522267206478,0.18016649294301443,Group1
15.12,273,0.8791208791208791,0.8351004988032125,0.14966801619433198,0.18048228241669861,Group1
15.14,273,0.8791208791208791,0.8351004988032125,0.14998380566801622,0.18079807189038286,Group1
15.16,270,0.8777777777777778,0.8333229693471762,0.15123976608187134,0.18235813198329245,Group1
15.18,270,0.8777777777777778,0.8333229693471762,0.15155555555555555,0.18267392145697664,Group1
15.2,270,0.8777777777777778,0.8333229693471762,0.15187134502923977,0.18298971093066085,Group1
15.22,270,0.8777777777777778,0.8333229693471762,0.15218713450292398,0.1833055004043451,Group1
15.24,270,0.8777777777777778,0.8333229693471762,0.1525029239766082,0.18362128987802928,Group1
15.26,270,0.8777777777777778,0.8333229693471762,0.1528187134502924,0.1839370793517135,Group1
15.28,270,0.8777777777777778,0.8333229693471762,0.15313450292397662,0.1842528688253977,Group1
15.3,264,0.875,0.8296505436697721,0.15539473684210528,0.18713935627326483,Group1
15.32,264,0.875,0.8296505436697721,0.15571052631578947,0.18745514574694902,Group1
15.34,264,0.875,0.8296505436697721,0.15602631578947368,0.18777093522063323,Group1
15.36,264,0.875,0.8296505436697721,0.1563421052631579,0.18808672469431742,Group1
15.38,264,0.875,0.8296505436697721,0.1566578947368421,0.18840251416800166,Group1
15.4,264,0.875,0.8296505436697721,0.15697368421052632,0.18871830364168588,Group1
15.42,264,0.875,0.8296505436697721,0.15728947368421053,0.18903409311537006,Group1
15.44,257,0.8754863813229572,0.8295082224368584,0.1572647962318247,0.18944950745209385,Group1
15.46,257,0.8754863813229572,0.8295082224368584,0.15758058570550892,0.1897652969257781,Group1
15.48,257,0.8754863813229572,0.8295082224368584,0.15789637517919314,0.1900810863994623,Group1
15.5,257,0.8754863813229572,0.8295082224368584,0.15821216465287735,0.1903968758731465,Group1
15.52,257,0.8754863813229572,0.8295082224368584,0.15852795412656154,0.19071266534683068,Group1
15.54,257,0.8754863813229572,0.8295082224368584,0.15884374360024572,0.1910284548205149,Group1
15.56,257,0.8754863813229572,0.8295082224368584,0.15915953307393,0.19134424429419913,Group1
15.58,248,0.875,0.8280349656326145,0.15981578947368422,0.19269131353085409,Group1
15.6,248,0.875,0.8280349656326145,0.1601315789473684,0.19300710300453827,Group1
15.62,248,0.875,0.8280349656326145,0.16044736842105262,0.19332289247822249,Group1
15.64,248,0.875,0.8280349656326145,0.16076315789473686,0.19363868195190673,Group1
15.66,248,0.875,0.8280349656326145,0.16107894736842104,0.1939544714255909,Group1
15.68,248,0.875,0.8280349656326145,0.16139473684210526,0.19427026089927513,Group1
15.7,248,0.875,0.8280349656326145,0.16171052631578947,0.19458605037295934,Group1
15.72,234,0.8717948717948718,0.82287882795778,0.16426990553306342,0.1985111362190277,Group1
15.74,234,0.8717948717948718,0.82287882795778,0.16458569500674763,0.19882692569271188,Group1
15.76,234,0.8717948717948718,0.82287882795778,0.16490148448043185,0.1991427151663961,Group1
15.78,234,0.8717948717948718,0.82287882795778,0.16521727395411606,0.1994585046400803,Group1
15.8,234,0.8717948717948718,0.82287882795778,0.16553306342780028,0.19977429411376454,Group1
15.82,234,0.8717948717948718,0.82287882795778,0.1658488529014845,0.20009008358744873,Group1
15.84,234,0.8717948717948718,0.82287882795778,0.1661646423751687,0.20040587306113294,Group1
15.86,234,0.8717948717948718,0.82287882795778,0.1664804318488529,0.20072166253481716,Group1
15.88,227,0.8678414096916299,0.8176046395162961,0.16956364479480643,0.2047293839175401,Group1
15.9,227,0.8678414096916299,0.8176046395162961,0.16987943426849064,0.2050451733912243,Group1
15.92,227,0.8678414096916299,0.8176046395162961,0.17019522374217483,0.2053609628649085,Group1
15.94,227,0.8678414096916299,0.8176046395162961,0.17051101321585904,0.20567675233859267,Group1
15.96,227,0.8678414096916299,0.8176046395162961,0.17082680268954328,0.20599254181227694,Group1
15.98,227,0.8678414096916299,0.8176046395162961,0.17114259216322747,0.20630833128596113,Group1
16.0,227,0.8678414096916299,0.8176046395162961,0.17145838163691168,0.2066241207596453,Group1
16.02,215,0.8697674418604651,0.8182149545012438,0.17042594859241128,0.20651268974386616,Group1
16.04,215,0.8697674418604651,0.8182149545012438,0.1707417380660955,0.20682847921755038,Group1
16.06,215,0.8697674418604651,0.8182149545012438,0.1710575275397797,0.20714426869123456,Group1
16.08,215,0.8697674418604651,0.8182149545012438,0.17137331701346392,0.20746005816491878,Group1
16.1,215,0.8697674418604651,0.8182149545012438,0.17168910648714816,0.20777584763860302,Group1
16.12,215,0.8697674418604651,0.8182149545012438,0.17200489596083238,0.20809163711228723,Group1
16.14,215,0.8697674418604651,0.8182149545012438,0.17232068543451656,0.20840742658597144,Group1
16.16,201,0.8756218905472637,0.82283812356577,0.16853836082744175,0.2054869977144873,Group1
16.18,201,0.8756218905472637,0.82283812356577,0.16885415030112594,0.20580278718817152,Group1
16.2,201,0.8756218905472637,0.82283812356577,0.16916993977481015,0.20611857666185573,Group1
16.22,201,0.8756218905472637,0.82283812356577,0.16948572924849437,0.20643436613553995,Group1
16.24,201,0.8756218905472637,0.82283812356577,0.16980151872217855,0.2067501556092241,Group1
16.26,201,0.8756218905472637,0.82283812356577,0.17011730819586282,0.20706594508290838,Group1
16.28,201,0.8756218905472637,0.82283812356577,0.170433097669547,0.2073817345565926,Group1
16.3,187,0.8770053475935828,0.8222047440538329,0.1697804672108078,0.20814088968863276,Group1
16.32,187,0.8770053475935828,0.8222047440538329,0.17009625668449202,0.20845667916231697,Group1
16.34,187,0.8770053475935828,0.8222047440538329,0.17041204615817623,0.20877246863600118,Group1
16.36,187,0.8770053475935828,0.8222047440538329,0.17072783563186042,0.20908825810968534,Group1
16.38,187,0.8770053475935828,0.8222047440538329,0.17104362510554463,0.20940404758336956,Group1
16.4,187,0.8770053475935828,0.8222047440538329,0.17135941457922882,0.20971983705705377,Group1
16.42,187,0.8770053475935828,0.8222047440538329,0.1716752040529131,0.21003562653073804,Group1
16.44,175,0.8857142857142857,0.8300686944284675,0.16589473684210532,0.204846650742178,Group1
16.46,175,0.8857142857142857,0.8300686944284675,0.16621052631578953,0.20516244021586222,Group1
16.48,175,0.8857142857142857,0.8300686944284675,0.16652631578947372,0.20547822968954643,Group1
16.5,175,0.8857142857142857,0.8300686944284675,0.16684210526315793,0.20579401916323065,Group1
16.52,175,0.8857142857142857,0.8300686944284675,0.16715789473684212,0.20610980863691483,Group1
16.54,175,0.8857142857142857,0.8300686944284675,0.16747368421052633,0.20642559811059902,Group1
16.56,175,0.8857142857142857,0.8300686944284675,0.16778947368421054,0.20674138758428323,Group1
16.58,165,0.8909090909090909,0.834156287580853,0.1644688995215311,0.2041958618512976,Group1
16.6,165,0.8909090909090909,0.834156287580853,0.16478468899521537,0.20451165132498184,Group1
16.62,165,0.8909090909090909,0.834156287580853,0.16510047846889958,0.20482744079866605,Group1
16.64,165,0.8909090909090909,0.834156287580853,0.16541626794258377,0.20514323027235026,Group1
16.66,165,0.8909090909090909,0.834156287580853,0.16573205741626798,0.20545901974603448,Group1
16.68,165,0.8909090909090909,0.834156287580853,0.16604784688995217,0.20577480921971866,Group1
16.7,165,0.8909090909090909,0.834156287580853,0.16636363636363638,0.20609059869340288,Group1
