week,n,pi_mean,q_mean,R_model,group
11.0,810,0.8539705119587959,0.7514395096479264,0.1270766906640503,Group1
11.1,810,0.8480358709454449,0.6778589465187582,0.13970010679742398,Group1
11.2,810,0.841922972129849,0.6190982024999079,0.15096632148133712,Group1
11.299999999999999,810,0.8356306700310743,0.5269532143297927,0.165696542878602,Group1
11.399999999999999,810,0.8291581138978849,0.5483045083250463,0.16920331388342036,Group1
11.499999999999998,810,0.8225047647938836,0.5665177245868807,0.1731504477411489,Group1
11.599999999999998,810,0.8156704121172468,0.5319870998837511,0.18249866819621877,Group1
11.699999999999998,810,0.8086551894056765,0.520396379193624,0.1896795072744418,Group1
11.799999999999997,810,0.801459589273041,0.6588271798505619,0.18198445841270397,Group1
11.899999999999997,810,0.7940844773214866,0.5151036022500681,0.20263050564995255,Group1
11.999999999999996,810,0.7865311048717447,0.6471723679411392,0.19582210090677582,Group1
12.099999999999996,810,0.7788011203550855,0.6348355146682234,0.20357788650683997,Group1
12.199999999999996,810,0.770896579213016,0.594982770295391,0.2142074508546829,Group1
12.299999999999995,810,0.7628199521554864,0.5661261525931747,0.22385786267628657,Group1
12.399999999999995,810,0.754574131635152,0.7127760842559889,0.2160760549853502,Group1
12.499999999999995,810,0.7461624364041862,0.5720871661546332,0.23714424456827296,Group1
12.599999999999994,810,0.7375886140312531,0.6789114664602569,0.23357460130987484,Group1
12.699999999999994,810,0.7288568412695455,0.635180581970519,0.24517104180315505,Group1
12.799999999999994,810,0.7199717221821563,0.6400906228027217,0.25201073219221837,Group1
12.899999999999993,810,0.71093828394843,0.6498673072622156,0.25846758162098843,Group1
12.999999999999993,810,0.7017619702941374,0.7779922748839218,0.25318961552793384,Group1
13.099999999999993,810,0.6924486325091723,0.5934079466842922,0.2792784959084834,Group1
13.199999999999992,810,0.6830045180387273,0.6990720736038384,0.27643407445695145,Group1
13.299999999999992,810,0.6734362566572965,0.6460142269063152,0.28954875320481643,Group1
13.399999999999991,810,0.663750844259069,0.5502389174727246,0.3070171839380456,Group1
13.499999999999991,810,0.6539556243229692,0.4868565355059111,0.3213231872011081,Group1
13.59999999999999,810,0.6440582671353882,0.6477382947184818,0.31327427242226874,Group1
13.69999999999999,810,0.6340667468781976,0.5403011847987411,0.3321231587053874,Group1
13.79999999999999,810,0.6239893167134568,0.6351212174501379,0.33080646766667743,Group1
13.89999999999999,810,0.6138344820190303,0.5838051257479425,0.3441575722341066,Group1
13.99999999999999,810,0.6036109719506345,0.5823488598789728,0.3525707669799917,Group1
14.099999999999989,810,0.5933277095253267,0.5714459973032233,0.36197044804639333,Group1
14.199999999999989,810,0.5829937804387517,0.6817083145107279,0.3592890777973564,Group1
14.299999999999988,810,0.572618400843278,0.5160174347237106,0.3842320426040009,Group1
14.399999999999988,810,0.5622108843262028,0.5564474467762714,0.3885854140718085,Group1
14.499999999999988,810,0.5517806083362813,0.4758254479039568,0.4050599182630962,Group1
14.599999999999987,810,0.5413369803127492,0.4544984847547149,0.41561426530560386,Group1
14.699999999999987,810,0.5308894037736889,0.4586329366831235,0.42362523480121644,Group1
14.799999999999986,810,0.5204472446199554,0.6030183445045278,0.4176073165378005,Group1
