week,n,pi_mean,q_mean,R_model,group
11.0,294,0.7749968906185312,0.5514106779821554,0.20236110876881264,Group1
11.1,294,0.7664919791912936,0.44932052960887287,0.21963467271631823,Group1
11.2,294,0.7577908250555276,0.47832028405221816,0.22393661627813094,Group1
11.299999999999999,294,0.7488973232998881,0.3936724646762177,0.23973796055578986,Group1
11.399999999999999,294,0.7398159504013331,0.45410233917407994,0.24116304524610319,Group1
11.499999999999998,294,0.7305517646610241,0.5175318106383242,0.24241613922900632,Group1
11.599999999999998,294,0.7211104030494174,0.45580124329019805,0.2563092602030546,Group1
11.699999999999998,294,0.7114980743474248,0.5049229474020713,0.2592368309943733,Group1
11.799999999999997,294,0.7017215485073043,0.5710681620908812,0.26057698872468776,Group1
11.899999999999997,294,0.6917881421965761,0.3981065596211724,0.2859376445002794,Group1
11.999999999999996,294,0.6817057005301319,0.5084396301031848,0.2830731577297001,Group1
12.099999999999996,294,0.6714825750392157,0.5549805706071923,0.286686362634052,Group1
12.199999999999996,294,0.6611275979703705,0.4673772996183258,0.3038062847922413,Group1
12.299999999999995,294,0.650650053052015,0.4823723983257669,0.3107521674754572,Group1
12.399999999999995,294,0.6400596429102152,0.5939395280627977,0.3081198527121251,Group1
12.499999999999995,294,0.6293664533576788,0.45303163680512326,0.3308069856357791,Group1
12.599999999999994,294,0.6185809148201612,0.5116434125240599,0.3336067961512588,Group1
12.699999999999994,294,0.6077137612015879,0.5020368808733298,0.34328556796044424,Group1
12.799999999999994,294,0.5967759865225143,0.38757956493051265,0.36349885294118867,Group1
12.899999999999993,294,0.5857787996953926,0.3998454474630869,0.3710814065780275,Group1
12.999999999999993,294,0.5747335778239183,0.46523305021100436,0.37338541272437886,Group1
13.099999999999993,294,0.563651818432003,0.34745301628206887,0.3940317588027243,Group1
13.199999999999992,294,0.55254509104031,0.44005145041874366,0.393657735674353,Group1
13.299999999999992,294,0.5414249885145571,0.482784136718855,0.39827964992348,Group1
13.399999999999991,294,0.5303030786098333,0.3752345512046808,0.41793105651931506,Group1
13.499999999999991,294,0.5191908561290423,0.3835524336514428,0.42598893512230385,Group1
13.59999999999999,294,0.5080996961014341,0.4953386902709888,0.42368523259078605,Group1
13.69999999999999,294,0.4970408083693311,0.3888152811101687,0.44318990603045133,Group1
13.79999999999999,294,0.48602519394799826,0.472856509321837,0.44360782441532853,Group1
13.89999999999999,294,0.4750636034957094,0.4875865146688358,0.450919048308342,Group1
13.99999999999999,294,0.46416649819899086,0.4546949381224035,0.4629472907817993,Group1
14.099999999999989,294,0.4533440133425243,0.47774886211319934,0.46932874889335735,Group1
14.199999999999989,294,0.44260592479495275,0.473124844126136,0.478418923786475,Group1
14.299999999999988,294,0.4319616186016703,0.2888279214340735,0.50541074150209,Group1
14.399999999999988,294,0.4214200638343383,0.3208059673773184,0.5107031363560091,Group1
14.499999999999988,294,0.4109897888051484,0.33120480664061025,0.5180755560612238,Group1
14.599999999999987,294,0.4006788607124903,0.28156489334267837,0.5313683081669887,Group1
14.699999999999987,294,0.39049486874435085,0.3367878298110311,0.5340859200089623,Group1
14.799999999999986,294,0.38044491062715313,0.46328292968358614,0.5295824918148563,Group1
14.899999999999986,294,0.3705355825713482,0.3831472325314871,0.5456437022802407,Group1
14.999999999999986,294,0.360772972531426,0.47674273316651083,0.5442290903557949,Group1
15.099999999999985,294,0.3511626566674818,0.5049725384871574,0.5492444420396023,Group1
15.199999999999985,294,0.3417096988683683,0.4302889158868703,0.5644409858701217,Group1
15.299999999999985,294,0.3324186531729991,0.4649604930717407,0.5685886712495041,Group1
15.399999999999984,294,0.32329356890665867,0.5968024274473765,0.5629031479094899,Group1
15.499999999999984,294,0.31433799833325954,0.47746321859811514,0.5822170793069065,Group1
