w,BMI,q_fused2d
11.0,32.0,0.5556375406877402
11.045112781954888,32.0,0.5573549462315102
11.090225563909774,32.0,0.5590723517752798
11.135338345864662,32.0,0.5528653173127839
11.180451127819548,32.0,0.5444841615718432
11.225563909774436,32.0,0.5361126849797752
11.270676691729323,32.0,0.5277412083877073
11.31578947368421,32.0,0.52307013065301
11.360902255639097,32.0,0.5253243405331446
11.406015037593985,32.0,0.5275785504132793
11.451127819548873,32.0,0.529832760293414
11.496240601503759,32.0,0.5325522610890795
11.541353383458647,32.0,0.5095359616145846
11.586466165413533,32.0,0.4841774002353284
11.631578947368421,32.0,0.45896898439591705
11.676691729323307,32.0,0.4338656704343985
11.721804511278195,32.0,0.4295029893049599
11.766917293233083,32.0,0.4472682143149219
11.81203007518797,32.0,0.4648933150423462
11.857142857142858,32.0,0.4825184157697712
11.902255639097744,32.0,0.501126699902136
11.947368421052632,32.0,0.537978801854597
11.992481203007518,32.0,0.574772681557219
12.037593984962406,32.0,0.6115665612598424
12.082706766917294,32.0,0.6480756298233552
12.12781954887218,32.0,0.6688639465532233
12.172932330827068,32.0,0.6800372771570631
12.218045112781954,32.0,0.6911471818651587
12.263157894736842,32.0,0.7019610990597824
12.308270676691729,32.0,0.7053668940142812
12.353383458646617,32.0,0.6757728717173185
12.398496240601503,32.0,0.6460339705335284
12.443609022556391,32.0,0.6162640238739882
12.488721804511279,32.0,0.586494077214448
12.533834586466165,32.0,0.6067269668971598
12.578947368421053,32.0,0.6435212160448373
12.62406015037594,32.0,0.6803154651925131
12.669172932330827,32.0,0.717013439598333
12.714285714285714,32.0,0.7433933216941881
12.759398496240602,32.0,0.7490659773907126
12.804511278195488,32.0,0.7547386330872368
12.849624060150376,32.0,0.7592395782063751
12.894736842105264,32.0,0.7633799969940102
12.93984962406015,32.0,0.7461671054224142
12.984962406015038,32.0,0.7253530485353822
13.030075187969924,32.0,0.7034233962520318
13.075187969924812,32.0,0.6814937439686806
13.1203007518797,32.0,0.6573367793158587
13.165413533834586,32.0,0.6291844834181722
13.210526315789473,32.0,0.6010321875204858
13.25563909774436,32.0,0.5728798916227983
13.300751879699249,32.0,0.5447456703884004
13.345864661654135,32.0,0.5301825880679396
13.390977443609023,32.0,0.5156195057474783
13.436090225563909,32.0,0.5013925349842265
13.481203007518797,32.0,0.4877817687425242
13.526315789473685,32.0,0.4898625229686587
13.571428571428571,32.0,0.50315150610039
13.616541353383457,32.0,0.5181153352626504
13.661654135338345,32.0,0.5330791644249115
13.706766917293233,32.0,0.5420722699029612
13.75187969924812,32.0,0.5183871331156022
13.796992481203008,32.0,0.4953324646619419
13.842105263157894,32.0,0.4722777962082826
13.887218045112782,32.0,0.4496764128791507
13.93233082706767,32.0,0.4657098130910401
13.977443609022556,32.0,0.4965873362591289
14.022556390977444,32.0,0.5274648594272189
14.06766917293233,32.0,0.5593544443812993
14.112781954887218,32.0,0.5889329209521075
14.157894736842106,32.0,0.6125056577269972
14.203007518796992,32.0,0.636278723649225
14.248120300751879,32.0,0.6601920199745901
14.293233082706767,32.0,0.6841053162999561
14.338345864661655,32.0,0.6387008554556028
14.38345864661654,32.0,0.5806360371260004
14.428571428571429,32.0,0.5225712187963956
14.473684210526315,32.0,0.46450640046679315
14.518796992481203,32.0,0.43931510706444576
14.563909774436091,32.0,0.4615982201603369
14.609022556390977,32.0,0.4838813332562273
14.654135338345863,32.0,0.5054406347604088
14.699248120300751,32.0,0.5263565481830721
14.74436090225564,32.0,0.5614223571779995
14.789473684210526,32.0,0.5965717335955578
14.834586466165414,32.0,0.630991890539008
14.8796992481203,32.0,0.665412047482457
14.924812030075188,32.0,0.6593858385111209
14.969924812030076,32.0,0.6200467734569961
15.015037593984962,32.0,0.5806604852143488
15.060150375939848,32.0,0.5412741969717014
15.105263157894736,32.0,0.5047778441399022
15.150375939849624,32.0,0.48971319939927804
15.195488721804512,32.0,0.4746485546586538
15.240601503759398,32.0,0.4596156063269117
15.285714285714285,32.0,0.4448203810617805
15.330827067669173,32.0,0.4800787719799653
15.37593984962406,32.0,0.5385327411294425
15.421052631578947,32.0,0.5971952083573675
15.466165413533833,32.0,0.6559218288402002
15.511278195488721,32.0,0.6826709385818988
15.556390977443609,32.0,0.6136407891460445
15.601503759398497,32.0,0.5448296012042859
15.646616541353383,32.0,0.47601841326252997
15.69172932330827,32.0,0.4072384155937234
15.736842105263158,32.0,0.38160250371510734
15.781954887218046,32.0,0.36553996848247183
15.827067669172932,32.0,0.349477433249837
15.87218045112782,32.0,0.33380070143637286
15.917293233082706,32.0,0.3394145013514971
15.962406015037594,32.0,0.37901968697295213
16.007518796992482,32.0,0.4187494163699642
16.05263157894737,32.0,0.4587074760221642
16.097744360902254,32.0,0.49866553567436106
16.142857142857142,32.0,0.4990203782063817
16.18796992481203,32.0,0.49736924886620065
16.233082706766915,32.0,0.4957181195260199
16.278195488721806,32.0,0.49406699018583883
16.32330827067669,32.0,0.48947748220167026
16.36842105263158,32.0,0.4821670404116899
16.413533834586467,32.0,0.47485659862170937
16.45864661654135,32.0,0.467496413863449
16.50375939849624,32.0,0.4581155451100897
16.548872180451127,32.0,0.4278203667732473
16.593984962406015,32.0,0.39752518843640494
16.639097744360903,32.0,0.36700368010482093
16.684210526315788,32.0,0.3364680261485681
16.729323308270676,32.0,0.3489041289651914
16.774436090225564,32.0,0.38410890817456456
16.81954887218045,32.0,0.41905471407523226
16.86466165413534,32.0,0.45400051997589996
16.909774436090224,32.0,0.48267532200061336
16.954887218045112,32.0,0.4888133759787415
17.0,32.0,0.4949514299568696
17.045112781954888,32.0,0.5010894839349977
17.090225563909776,32.0,0.5048532076584631
17.13533834586466,32.0,0.5156778881277
17.18045112781955,32.0,0.5285431631388481
17.225563909774436,32.0,0.5399657748524302
17.27067669172932,32.0,0.5501060191903976
17.315789473684212,32.0,0.5307072284406451
17.360902255639097,32.0,0.45629706997514713
17.406015037593985,32.0,0.38117216626303974
17.451127819548873,32.0,0.3060472625509324
17.496240601503757,32.0,0.2309223588388309
17.541353383458645,32.0,0.23045751285822735
17.586466165413533,32.0,0.2369844479561477
17.63157894736842,32.0,0.243511383054068
17.67669172932331,32.0,0.2523169143682406
17.721804511278194,32.0,0.2671392568461905
17.76691729323308,32.0,0.28565315460122387
17.81203007518797,32.0,0.3050807808988498
17.857142857142858,32.0,0.3313613712659217
17.902255639097746,32.0,0.35838141443165655
17.94736842105263,32.0,0.39945106077199194
17.992481203007518,32.0,0.44868603827154085
18.037593984962406,32.0,0.5004334253585394
18.082706766917294,32.0,0.5521808124455382
18.127819548872182,32.0,0.5858836987558764
18.172932330827066,32.0,0.611592268008095
18.218045112781954,32.0,0.6373008372603157
18.263157894736842,32.0,0.6629778360820261
18.308270676691727,32.0,0.6883656645736336
18.353383458646615,32.0,0.7147154813693368
18.398496240601503,32.0,0.7410652981650399
18.44360902255639,32.0,0.7585356121185034
18.48872180451128,32.0,0.7723061332210341
18.533834586466163,32.0,0.7433416919175517
18.57894736842105,32.0,0.6948254598537744
18.62406015037594,32.0,0.6365800884220219
18.669172932330827,32.0,0.5783347169902693
18.714285714285715,32.0,0.5555238693680358
18.7593984962406,32.0,0.5979291074966155
18.804511278195488,32.0,0.6403343456251986
18.849624060150376,32.0,0.6827395837537816
18.894736842105264,32.0,0.7212023927138568
18.93984962406015,32.0,0.7082230146694348
18.984962406015036,32.0,0.6887334027068837
19.030075187969924,32.0,0.6691965259330435
19.075187969924812,32.0,0.6495462136121128
19.120300751879697,32.0,0.6190935046746446
19.165413533834588,32.0,0.5754378665391738
19.210526315789473,32.0,0.5363974808615736
19.25563909774436,32.0,0.4976455484625867
19.30075187969925,32.0,0.45877603043285625
19.345864661654133,32.0,0.41698948220928267
19.390977443609025,32.0,0.37801729939971784
19.43609022556391,32.0,0.3390451165901592
19.481203007518797,32.0,0.30146716370641247
19.526315789473685,32.0,0.2869685209470613
19.57142857142857,32.0,0.2857184945202083
19.616541353383457,32.0,0.2844684680933552
19.661654135338345,32.0,0.2867922451604285
19.706766917293233,32.0,0.2883086477810783
19.75187969924812,32.0,0.2825497214543591
19.796992481203006,32.0,0.27810063816129804
19.842105263157894,32.0,0.2748158597870435
19.887218045112782,32.0,0.2715310814127889
19.932330827067666,32.0,0.293246400142225
19.977443609022558,32.0,0.32598300971629357
20.022556390977442,32.0,0.358719619290357
20.06766917293233,32.0,0.391456228864423
20.112781954887218,32.0,0.4244717506110798
20.157894736842103,32.0,0.45627639911393747
20.203007518796994,32.0,0.48808104761680005
20.24812030075188,32.0,0.5202086965085609
20.293233082706767,32.0,0.5526997208378404
20.338345864661655,32.0,0.5636329013818325
20.38345864661654,32.0,0.5707942109824655
20.42857142857143,32.0,0.5781989288119727
20.473684210526315,32.0,0.5856036466414789
20.518796992481203,32.0,0.5992680613321859
20.56390977443609,32.0,0.6213439608616926
20.609022556390975,32.0,0.6433115247706187
20.654135338345863,32.0,0.6652790886795465
20.69924812030075,32.0,0.6865311844183641
20.74436090225564,32.0,0.6933120838334901
20.789473684210527,32.0,0.6998650324191605
20.834586466165412,32.0,0.7061909282893367
20.8796992481203,32.0,0.7088839807116105
20.924812030075188,32.0,0.7106538188481699
20.969924812030072,32.0,0.7116682998418722
21.015037593984964,32.0,0.7077416147642641
21.06015037593985,32.0,0.7017561104902774
21.105263157894736,32.0,0.6918106646958239
21.150375939849624,32.0,0.6484875108113151
21.19548872180451,32.0,0.5989396517720162
21.2406015037594,32.0,0.5493917927327099
21.285714285714285,32.0,0.4998439336934111
21.330827067669173,32.0,0.47479605757512694
21.37593984962406,32.0,0.46444103859970176
21.421052631578945,32.0,0.4540860196242774
21.466165413533833,32.0,0.4445184797437113
21.51127819548872,32.0,0.4249979551178949
21.55639097744361,32.0,0.37432987410109997
21.601503759398497,32.0,0.32596108057360307
21.64661654135338,32.0,0.2831105770204234
21.69172932330827,32.0,0.24026007346724038
21.736842105263158,32.0,0.24446819564504713
21.781954887218042,32.0,0.26725019366909614
21.827067669172934,32.0,0.29053279760312894
21.872180451127818,32.0,0.3138154015371581
21.917293233082706,32.0,0.33054214417181177
21.962406015037594,32.0,0.3331660934207069
22.00751879699248,32.0,0.3357900426696018
22.05263157894737,32.0,0.33930803663531806
22.097744360902254,32.0,0.3457316759307014
22.142857142857142,32.0,0.3541786718723212
22.18796992481203,32.0,0.3627321602690063
22.233082706766915,32.0,0.37073732025613154
22.278195488721806,32.0,0.3786693697886503
22.32330827067669,32.0,0.3855009972854956
22.36842105263158,32.0,0.39014649434054344
22.413533834586467,32.0,0.39376381061677446
22.45864661654135,32.0,0.39738112689300525
22.50375939849624,32.0,0.3984426445802432
22.548872180451127,32.0,0.37157206277886895
22.593984962406015,32.0,0.34470148097749465
