week,n,p_hat,p_lb,R_practical,R_conservative,group
11.0,852,0.8908450704225352,0.8681250582064294,0.07640845070422532,0.09231245925549943,Group1
11.02,842,0.8895486935866983,0.8665812246157415,0.07763170396299539,0.09370893224266515,Group1
11.04,842,0.8895486935866983,0.8665812246157415,0.0779474934366796,0.09402472171634936,Group1
11.059999999999999,842,0.8895486935866983,0.8665812246157415,0.0782632829103638,0.09434051119003356,Group1
11.079999999999998,842,0.8895486935866983,0.8665812246157415,0.078579072384048,0.09465630066371776,Group1
11.099999999999998,842,0.8895486935866983,0.8665812246157415,0.0788948618577322,0.09497209013740196,Group1
11.119999999999997,842,0.8895486935866983,0.8665812246157415,0.07921065133141642,0.09528787961108617,Group1
11.139999999999997,842,0.8895486935866983,0.8665812246157415,0.07952644080510061,0.09560366908477037,Group1
11.159999999999997,837,0.8900836320191159,0.8670844758694453,0.0794677733760925,0.09556718268086194,Group1
11.179999999999996,837,0.8900836320191159,0.8670844758694453,0.07978356284977671,0.09588297215454615,Group1
11.199999999999996,837,0.8900836320191159,0.8670844758694453,0.08009935232346091,0.09619876162823035,Group1
11.219999999999995,837,0.8900836320191159,0.8670844758694453,0.08041514179714511,0.09651455110191455,Group1
11.239999999999995,837,0.8900836320191159,0.8670844758694453,0.08073093127082931,0.09683034057559875,Group1
11.259999999999994,837,0.8900836320191159,0.8670844758694453,0.08104672074451352,0.09714613004928296,Group1
11.279999999999994,837,0.8900836320191159,0.8670844758694453,0.08136251021819772,0.09746191952296716,Group1
11.299999999999994,834,0.8896882494004796,0.8666132296174165,0.0819550675249273,0.0981075813730715,Group1
11.319999999999993,834,0.8896882494004796,0.8666132296174165,0.08227085699861152,0.09842337084675572,Group1
11.339999999999993,834,0.8896882494004796,0.8666132296174165,0.08258664647229572,0.09873916032043992,Group1
11.359999999999992,834,0.8896882494004796,0.8666132296174165,0.08290243594597992,0.09905494979412412,Group1
11.379999999999992,834,0.8896882494004796,0.8666132296174165,0.08321822541966412,0.09937073926780832,Group1
11.399999999999991,834,0.8896882494004796,0.8666132296174165,0.08353401489334833,0.09968652874149253,Group1
11.419999999999991,834,0.8896882494004796,0.8666132296174165,0.08384980436703253,0.10000231821517673,Group1
11.43999999999999,829,0.8902291917973462,0.8671220987420931,0.08378693416291016,0.09996189930158729,Group1
11.45999999999999,829,0.8902291917973462,0.8671220987420931,0.08410272363659438,0.1002776887752715,Group1
11.47999999999999,829,0.8902291917973462,0.8671220987420931,0.08441851311027858,0.1005934782489557,Group1
11.49999999999999,829,0.8902291917973462,0.8671220987420931,0.08473430258396278,0.1009092677226399,Group1
11.519999999999989,829,0.8902291917973462,0.8671220987420931,0.08505009205764699,0.1012250571963241,Group1
11.539999999999988,829,0.8902291917973462,0.8671220987420931,0.08536588153133119,0.10154084667000832,Group1
11.559999999999988,829,0.8902291917973462,0.8671220987420931,0.08568167100501539,0.10185663614369252,Group1
11.579999999999988,821,0.8903775883069428,0.8671610715775971,0.08589358292198195,0.1021451446325239,Group1
11.599999999999987,821,0.8903775883069428,0.8671610715775971,0.08620937239566616,0.10246093410620812,Group1
11.619999999999987,821,0.8903775883069428,0.8671610715775971,0.08652516186935036,0.10277672357989232,Group1
11.639999999999986,821,0.8903775883069428,0.8671610715775971,0.08684095134303456,0.10309251305357651,Group1
