threshold,fpr,tpr,specificity,youden_J,auc
inf,0.0,0.0,1.0,0.0,0.882921589688507
0.985260692021386,0.0,0.02631578947368421,1.0,0.02631578947368421,0.882921589688507
0.8428005837141699,0.0,0.3684210526315789,1.0,0.3684210526315789,0.882921589688507
0.7649043242245033,0.02040816326530612,0.3684210526315789,0.9795918367346939,0.3480128893662728,0.882921589688507
0.7604704520120141,0.02040816326530612,0.39473684210526316,0.9795918367346939,0.374328678839957,0.882921589688507
0.729621843721675,0.061224489795918366,0.39473684210526316,0.9387755102040817,0.3335123523093448,0.882921589688507
0.7201159842554895,0.061224489795918366,0.4473684210526316,0.9387755102040817,0.3861439312567132,0.882921589688507
0.6651079640196355,0.10204081632653061,0.4473684210526316,0.8979591836734694,0.34532760472610097,0.882921589688507
0.5655580846228518,0.10204081632653061,0.6052631578947368,0.8979591836734694,0.5032223415682062,0.882921589688507
0.5627199178266197,0.12244897959183673,0.6052631578947368,0.8775510204081632,0.4828141783029001,0.882921589688507
0.5479810812001494,0.12244897959183673,0.631578947368421,0.8775510204081632,0.5091299677765843,0.882921589688507
0.5286738629524265,0.14285714285714285,0.631578947368421,0.8571428571428572,0.48872180451127817,0.882921589688507
0.5268135465368895,0.14285714285714285,0.6578947368421053,0.8571428571428572,0.5150375939849625,0.882921589688507
0.5127037974163146,0.16326530612244897,0.6578947368421053,0.8367346938775511,0.49462943071965637,0.882921589688507
0.4715858697217842,0.16326530612244897,0.7105263157894737,0.8367346938775511,0.5472610096670247,0.882921589688507
0.46493546529505664,0.1836734693877551,0.7105263157894737,0.8163265306122449,0.5268528464017186,0.882921589688507
0.4298351625670685,0.1836734693877551,0.7894736842105263,0.8163265306122449,0.6058002148227712,0.882921589688507
0.4248635713717096,0.20408163265306123,0.7894736842105263,0.7959183673469388,0.5853920515574651,0.882921589688507
0.40976248017134465,0.20408163265306123,0.8421052631578947,0.7959183673469388,0.6380236305048335,0.882921589688507
0.39732591087415947,0.22448979591836735,0.8421052631578947,0.7755102040816326,0.6176154672395273,0.882921589688507
0.38268421498728583,0.22448979591836735,0.868421052631579,0.7755102040816326,0.6439312567132116,0.882921589688507
0.37310260859180433,0.2653061224489796,0.868421052631579,0.7346938775510203,0.6031149301825993,0.882921589688507
0.3538016526928535,0.2653061224489796,0.9210526315789473,0.7346938775510203,0.6557465091299677,0.882921589688507
0.3512701853128654,0.2857142857142857,0.9210526315789473,0.7142857142857143,0.6353383458646616,0.882921589688507
0.33980619423980724,0.2857142857142857,0.9473684210526315,0.7142857142857143,0.6616541353383458,0.882921589688507
0.29052572524806397,0.32653061224489793,0.9473684210526315,0.6734693877551021,0.6208378088077335,0.882921589688507
0.275616520132525,0.32653061224489793,0.9736842105263158,0.6734693877551021,0.6471535982814178,0.882921589688507
0.1323802476927501,0.7755102040816326,0.9736842105263158,0.22448979591836737,0.1981740064446832,0.882921589688507
0.1256516831901914,0.7755102040816326,1.0,0.22448979591836737,0.22448979591836737,0.882921589688507
0.04533768498097307,1.0,1.0,0.0,0.0,0.882921589688507
